area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/hooks/task-dispatch-guard-live-fire.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/manual-testing-playbook.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/auth-failure.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/budget-rejection.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/child-spec-gate.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/model-or-balance.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/node-modules-integrity.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/orphan-cleanup.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/partial-lineage-death.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/rate-limit.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/sandbox-permission.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/self-invocation.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/stdin-hang.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/timeout.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/transport-missing.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook/stress/worktree-collision.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-cursor	.opencode/skills/cli-external-orchestration/cli-cursor/references/shared-editor-config.md	md	2	0	2	documentation (2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/README.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/SKILL.md	md	15	12	3	documentation (12 fenced (runnable); 3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/assets/prompt-templates.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--commands-and-skills-2/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--commands-and-skills-2/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--commands-and-skills/results.csv	csv	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--commands-and-skills/skill-benchmark-report.json	json	2			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--commands-and-skills/skill-benchmark-report.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--commands-and-skills/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-10/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-10/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-11/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-11/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-12/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-12/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-13/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-13/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-14/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-14/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-15/failed-runs.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-15/findings-and-recommendations.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-15/results.csv	csv	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-15/skill-benchmark-report.json	json	2			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-15/skill-benchmark-report.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-15/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-16/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-16/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-17/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-17/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-18/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-18/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-19/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-19/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-2/results.csv	csv	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-2/skill-benchmark-report.json	json	2			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-2/skill-benchmark-report.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-2/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-20/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-20/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-21/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-21/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-22/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-22/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-3/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-3/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-4/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-4/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-5/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-5/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-6/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-6/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-7/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-7/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-8/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-8/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-9/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin-9/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--devin/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--hooks-2/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--hooks-2/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--hooks/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--hooks/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--subagents/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-08--manual-testing-playbook--subagents/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-09--manual-testing-playbook--commands-and-skills/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-09--manual-testing-playbook--commands-and-skills/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-09--manual-testing-playbook--hooks/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-09--manual-testing-playbook--hooks/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-09--manual-testing-playbook--subagents/skill-benchmark-report.json	json	1			benchmark run report — a past run's record	generated history	none — frozen history	freeze	both-lanes	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/benchmark/reports/2026-08-09--manual-testing-playbook--subagents/source.md	md	1	0	1	benchmark run report — a past run's record	generated history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.0.0.0.md	md	9	0	9	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.1.0.0.md	md	5	0	5	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.2.0.0.md	md	3	0	3	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.3.0.0.md	md	9	0	9	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.4.0.0.md	md	9	0	9	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.4.1.0.md	md	8	0	8	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/changelog/v1.4.2.0.md	md	11	0	11	historical changelog record	authored history	none — frozen history	freeze	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/cli-invocation/default-invocation.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/commands-and-skills/mirrored-command-invocation.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/commands-and-skills/skills-roster.md	md	12	0	12	documentation (12 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/git-preflight-advisory/git-preflight-advisory.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/goal-hook/goal-hook.md	md	11	9	2	documentation (9 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/manual-testing-playbook.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/auth-failure.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/budget-rejection.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/child-spec-gate.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/model-or-balance.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/node-modules-integrity.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/orphan-cleanup.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/partial-lineage-death.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/rate-limit.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/sandbox-permission.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/self-invocation.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/stdin-hang.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
skill:cli-external-orchestration	cli-devin	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook/stress/timeout.md	md	1	1	0	documentation (1 fenced (runnable))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
