root	link	raw_target	target_kind	resolves_into_opencode	dangling	origin	class	target_if_opencode_compat_kept	target_if_no_compat	class_basis	note
.cursor	.cursor/commands/create-benchmark.md	../../.opencode/commands/create/benchmark.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/benchmark.md	../../.skilled/commands/create/benchmark.md	both-lanes	
.cursor	.cursor/commands/create-changelog.md	../../.opencode/commands/create/changelog.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/changelog.md	../../.skilled/commands/create/changelog.md	both-lanes	
.cursor	.cursor/commands/create-command.md	../../.opencode/commands/create/command.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/command.md	../../.skilled/commands/create/command.md	both-lanes	
.cursor	.cursor/commands/create-diff.md	../../.opencode/commands/create/diff.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/diff.md	../../.skilled/commands/create/diff.md	both-lanes	
.cursor	.cursor/commands/create-feature-catalog.md	../../.opencode/commands/create/feature-catalog.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/feature-catalog.md	../../.skilled/commands/create/feature-catalog.md	both-lanes	
.cursor	.cursor/commands/create-manual-testing-playbook.md	../../.opencode/commands/create/manual-testing-playbook.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/manual-testing-playbook.md	../../.skilled/commands/create/manual-testing-playbook.md	both-lanes	
.cursor	.cursor/commands/create-readme.md	../../.opencode/commands/create/readme.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/readme.md	../../.skilled/commands/create/readme.md	both-lanes	
.cursor	.cursor/commands/create-repo-rule.md	../../.opencode/commands/create/repo-rule.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/repo-rule.md	../../.skilled/commands/create/repo-rule.md	both-lanes	
.cursor	.cursor/commands/create-skill-parent.md	../../.opencode/commands/create/skill-parent.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/skill-parent.md	../../.skilled/commands/create/skill-parent.md	both-lanes	
.cursor	.cursor/commands/create-skill.md	../../.opencode/commands/create/skill.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/skill.md	../../.skilled/commands/create/skill.md	both-lanes	
.cursor	.cursor/commands/create-with-human-voice.md	../../.opencode/commands/create/with-human-voice.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/create/with-human-voice.md	../../.skilled/commands/create/with-human-voice.md	both-lanes	
.cursor	.cursor/commands/deep-agent-improvement.md	../../.opencode/commands/deep/agent-improvement.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/deep/agent-improvement.md	../../.skilled/commands/deep/agent-improvement.md	both-lanes	
.cursor	.cursor/commands/deep-ai-council.md	../../.opencode/commands/deep/ai-council.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/deep/ai-council.md	../../.skilled/commands/deep/ai-council.md	both-lanes	
.cursor	.cursor/commands/deep-model-benchmark.md	../../.opencode/commands/deep/model-benchmark.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/deep/model-benchmark.md	../../.skilled/commands/deep/model-benchmark.md	both-lanes	
.cursor	.cursor/commands/deep-research.md	../../.opencode/commands/deep/research.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/deep/research.md	../../.skilled/commands/deep/research.md	both-lanes	
.cursor	.cursor/commands/deep-review.md	../../.opencode/commands/deep/review.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/deep/review.md	../../.skilled/commands/deep/review.md	both-lanes	
.cursor	.cursor/commands/design-chart.md	../../.opencode/commands/design/chart.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/design/chart.md	../../.skilled/commands/design/chart.md	both-lanes	
.cursor	.cursor/commands/design-diagram.md	../../.opencode/commands/design/diagram.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/design/diagram.md	../../.skilled/commands/design/diagram.md	both-lanes	
.cursor	.cursor/commands/design-extract.md	../../.opencode/commands/design/extract.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/design/extract.md	../../.skilled/commands/design/extract.md	both-lanes	
.cursor	.cursor/commands/doctor-mcp.md	../../.opencode/commands/doctor/mcp.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/doctor/mcp.md	../../.skilled/commands/doctor/mcp.md	both-lanes	
.cursor	.cursor/commands/doctor-speckit.md	../../.opencode/commands/doctor/speckit.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/doctor/speckit.md	../../.skilled/commands/doctor/speckit.md	both-lanes	
.cursor	.cursor/commands/doctor-update.md	../../.opencode/commands/doctor/update.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/doctor/update.md	../../.skilled/commands/doctor/update.md	both-lanes	
.cursor	.cursor/commands/prompt-improve.md	../../.opencode/commands/prompt/improve.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/prompt/improve.md	../../.skilled/commands/prompt/improve.md	both-lanes	
.cursor	.cursor/commands/rewrite-response-by-external-agent.md	../../.opencode/commands/rewrite/response-by-external-agent.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/rewrite/response-by-external-agent.md	../../.skilled/commands/rewrite/response-by-external-agent.md	both-lanes	
.cursor	.cursor/commands/rewrite-response.md	../../.opencode/commands/rewrite/response.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/rewrite/response.md	../../.skilled/commands/rewrite/response.md	both-lanes	
.cursor	.cursor/commands/speckit-complete.md	../../.opencode/commands/speckit/complete.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/speckit/complete.md	../../.skilled/commands/speckit/complete.md	both-lanes	
.cursor	.cursor/commands/speckit-implement.md	../../.opencode/commands/speckit/implement.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/speckit/implement.md	../../.skilled/commands/speckit/implement.md	both-lanes	
.cursor	.cursor/commands/speckit-plan.md	../../.opencode/commands/speckit/plan.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/speckit/plan.md	../../.skilled/commands/speckit/plan.md	both-lanes	
.cursor	.cursor/commands/speckit-resume.md	../../.opencode/commands/speckit/resume.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/speckit/resume.md	../../.skilled/commands/speckit/resume.md	both-lanes	
.cursor	.cursor/commands/speckit-save.md	../../.opencode/commands/speckit/save.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/speckit/save.md	../../.skilled/commands/speckit/save.md	both-lanes	
.cursor	.cursor/commands/speckit-search.md	../../.opencode/commands/speckit/search.md	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-commands`, flat names	regenerate	../../.opencode/commands/speckit/search.md	../../.skilled/commands/speckit/search.md	both-lanes	
.cursor	.cursor/hooks/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.skilled/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	both-lanes	
.cursor	.cursor/hooks/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/bin/check-git-hooks.sh	../../.skilled/bin/check-git-hooks.sh	both-lanes	
.cursor	.cursor/hooks/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	../../.skilled/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	both-lanes	
.cursor	.cursor/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.skilled/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	both-lanes	
.cursor	.cursor/hooks/goal-inject.mjs	../../.opencode/hooks/goal/cursor/goal-inject.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/hooks/goal/cursor/goal-inject.mjs	../../.skilled/hooks/goal/cursor/goal-inject.mjs	both-lanes	
.cursor	.cursor/hooks/install-codex-hooks.mjs	../../.opencode/bin/install-codex-hooks.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/bin/install-codex-hooks.mjs	../../.skilled/bin/install-codex-hooks.mjs	both-lanes	
.cursor	.cursor/hooks/mcp-route-guard.mjs	../../.opencode/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	../../.skilled/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	both-lanes	
.cursor	.cursor/hooks/post-tool-use.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	both-lanes	
.cursor	.cursor/hooks/precompact.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	both-lanes	
.cursor	.cursor/hooks/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/scripts/session-cleanup.sh	../../.skilled/scripts/session-cleanup.sh	both-lanes	
.cursor	.cursor/hooks/session-end.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	both-lanes	
.cursor	.cursor/hooks/session-start.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	both-lanes	
.cursor	.cursor/hooks/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	both-lanes	
.cursor	.cursor/hooks/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	both-lanes	
.cursor	.cursor/hooks/spec-gate-prebind.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	both-lanes	
.cursor	.cursor/hooks/task-dispatch-guard.mjs	../../.opencode/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	../../.skilled/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	both-lanes	
.cursor	.cursor/hooks/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	both-lanes	
.cursor	.cursor/hooks/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `cursor-hooks`, sources read from `.cursor/hooks.json	regenerate	../../.opencode/bin/worktree-guard.sh	../../.skilled/bin/worktree-guard.sh	both-lanes	
.cursor	.cursor/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	relative	yes	no	hand-made	mechanical	../.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	../.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	both-lanes	
.cursor	.cursor/rules/sk-vision.md	../../.opencode/skills/sk-vision/hooks/cursor/vision-rule.md	relative	yes	no	hand-made	mechanical	../../.opencode/skills/sk-vision/hooks/cursor/vision-rule.md	../../.skilled/skills/sk-vision/hooks/cursor/vision-rule.md	both-lanes	
.devin	.devin/agents/ai-council/AGENT.md	../../../.claude/agents/ai-council.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/code/AGENT.md	../../../.claude/agents/code.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/context/AGENT.md	../../../.claude/agents/context.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/debug/AGENT.md	../../../.claude/agents/debug.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/deep-improvement/AGENT.md	../../../.claude/agents/deep-improvement.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/deep-research/AGENT.md	../../../.claude/agents/deep-research.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/deep-review/AGENT.md	../../../.claude/agents/deep-review.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/design/AGENT.md	../../../.claude/agents/design.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/markdown/AGENT.md	../../../.claude/agents/markdown.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/orchestrate/AGENT.md	../../../.claude/agents/orchestrate.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/prompt-improver/AGENT.md	../../../.claude/agents/prompt-improver.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/agents/review/AGENT.md	../../../.claude/agents/review.md	relative	no	no	generated — sync-runtime-mirrors.cjs tree `devin-agents`, canonical source `.claude/agents	none	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	both-lanes	
.devin	.devin/hooks/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.skilled/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	both-lanes	
.devin	.devin/hooks/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/bin/check-git-hooks.sh	../../.skilled/bin/check-git-hooks.sh	both-lanes	
.devin	.devin/hooks/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	../../.skilled/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	both-lanes	
.devin	.devin/hooks/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	../../.skilled/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	both-lanes	
.devin	.devin/hooks/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/devin/dispatch-preflight-lint.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/dispatch/devin/dispatch-preflight-lint.mjs	../../.skilled/hooks/dispatch/devin/dispatch-preflight-lint.mjs	both-lanes	
.devin	.devin/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.skilled/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	both-lanes	
.devin	.devin/hooks/goal-inject.mjs	../../.opencode/hooks/goal/devin/goal-inject.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/goal/devin/goal-inject.mjs	../../.skilled/hooks/goal/devin/goal-inject.mjs	both-lanes	
.devin	.devin/hooks/install-codex-hooks.mjs	../../.opencode/bin/install-codex-hooks.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/bin/install-codex-hooks.mjs	../../.skilled/bin/install-codex-hooks.mjs	both-lanes	
.devin	.devin/hooks/mcp-route-guard.cjs	../../.opencode/hooks/mcp-route-guard/devin/mcp-route-guard.cjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/mcp-route-guard/devin/mcp-route-guard.cjs	../../.skilled/hooks/mcp-route-guard/devin/mcp-route-guard.cjs	both-lanes	
.devin	.devin/hooks/permission-request-policy.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/permission-request-policy.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/permission-request-policy.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/devin/permission-request-policy.mjs	both-lanes	
.devin	.devin/hooks/post-compaction.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/post-compaction.cjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/post-compaction.cjs	../../.skilled/skills/system-spec-kit/runtime/hooks/devin/post-compaction.cjs	both-lanes	
.devin	.devin/hooks/post-edit-quality.cjs	../../.opencode/hooks/post-edit-quality/devin/post-edit-quality.cjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/post-edit-quality/devin/post-edit-quality.cjs	../../.skilled/hooks/post-edit-quality/devin/post-edit-quality.cjs	both-lanes	
.devin	.devin/hooks/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/scripts/session-cleanup.sh	../../.skilled/scripts/session-cleanup.sh	both-lanes	
.devin	.devin/hooks/session-start.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/session-start.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/session-start.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/devin/session-start.js	both-lanes	
.devin	.devin/hooks/session-stop.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/session-stop.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/session-stop.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/devin/session-stop.js	both-lanes	
.devin	.devin/hooks/sk-vision.mjs	../../.opencode/hooks/sk-vision/devin/sk-vision.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/sk-vision/devin/sk-vision.mjs	../../.skilled/skills/sk-vision/hooks/devin/sk-vision.mjs	both-lanes	
.devin	.devin/hooks/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs	both-lanes	
.devin	.devin/hooks/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs	both-lanes	
.devin	.devin/hooks/task-dispatch-guard.cjs	../../.opencode/hooks/task-dispatch/devin/task-dispatch-guard.cjs	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/hooks/task-dispatch/devin/task-dispatch-guard.cjs	../../.skilled/hooks/task-dispatch/devin/task-dispatch-guard.cjs	both-lanes	
.devin	.devin/hooks/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js	both-lanes	
.devin	.devin/hooks/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	relative	yes	no	generated — sync-runtime-mirrors.cjs tree `devin-hooks`, sources read from `.devin/hooks.v1.json	regenerate	../../.opencode/bin/worktree-guard.sh	../../.skilled/bin/worktree-guard.sh	both-lanes	
.devin	.devin/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook	relative	yes	no	hand-made	mechanical	../.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook	../.skilled/skills/cli-external-orchestration/cli-devin/manual-testing-playbook	both-lanes	
.hermes	.hermes/agents	../.opencode/agents	relative	yes	no	hand-made	mechanical	../.opencode/agents	../.skilled/agents	both-lanes	
.hermes	.hermes/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook	relative	yes	no	hand-made	mechanical	../.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook	../.skilled/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook	both-lanes	
