area	path	hit_lines	what_it_is	origin	needed_change	class	class_basis	note
runtime:hermes	.hermes/skills/deep-review/SKILL.md	5	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-aside-devtools/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-chrome-devtools/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-click-up/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-code-mode/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-figma/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-magicpath/SKILL.md	5	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-mobbin/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-notion/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-obsidian/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-refero/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/mcp-tooling/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code-mobile-cli/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code-obsidian/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code-opencode/SKILL.md	6	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code-quality/SKILL.md	13	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code-review/SKILL.md	5	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code-webflow/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-code/SKILL.md	4	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-communication/SKILL.md	8	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-agent/SKILL.md	15	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-benchmark/SKILL.md	3	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-changelog/SKILL.md	24	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-command/SKILL.md	14	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-diff/SKILL.md	3	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-feature-catalog/SKILL.md	7	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-frontmatter/SKILL.md	3	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-manual-testing-playbook/SKILL.md	10	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-quality-control/SKILL.md	18	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-readme/SKILL.md	7	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-repo-rule/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-skill/SKILL.md	6	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-create-with-human-voice/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-design-chart/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-design-diagram/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-design-fundamentals/SKILL.md	1	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-design-md-generator/SKILL.md	6	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-design/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-doc/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-git/SKILL.md	11	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-prompt/SKILL.md	2	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/sk-vision/SKILL.md	6	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/system-deep-loop/SKILL.md	6	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/system-skill-advisor/SKILL.md	10	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:hermes	.hermes/skills/system-spec-kit/SKILL.md	19	generated markdown-only skill copy; `.opencode` refs name the canonical dir for references/assets/scripts	generated — `sync-skills-hermes.cjs	regenerate from `.skilled/skills` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/SYNC.md	20	documents the runtime's derivation contract	authored	rewrite: the manifest describes `.opencode`-as-source; post-move it must describe `.skilled` as source and `.opencode` as consumer	manual	both-lanes	
runtime:pi	.pi/agents/ai-council.md	21	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/code.md	14	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/context.md	9	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/debug.md	6	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/deep-improvement.md	7	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/deep-research.md	8	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/deep-review.md	16	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/design.md	14	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/markdown.md	24	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/orchestrate.md	28	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/prompt-improver.md	9	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/agents/review.md	7	generated Pi-dialect agent; `.opencode` refs embed canonical paths	generated — `sync-agents-pi.cjs	regenerate from `.skilled/agents` (or compat)	regenerate	both-lanes	
runtime:pi	.pi/extensions/README.md	20	documents the mirror surface	authored	mechanical rewrite of prose refs	mechanical	both-lanes	
runtime:pi	.pi/extensions/lib/README.md	1	documents the mirror surface	authored	mechanical rewrite of prose refs	mechanical	both-lanes	
runtime:pi	.pi/mcp.json	1	registers the code_mode MCP server — `args`/`command` execs `.opencode/bin/mcp-code-mode-launcher.cjs	authored	point the launcher arg at `.skilled/bin/mcp-code-mode-launcher.cjs` (or compat)	mechanical	both-lanes	
runtime:pi	.pi/prompts/agent-router.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-agent.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-benchmark.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-changelog.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-command.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-diff.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-feature-catalog.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-manual-testing-playbook.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-readme.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-repo-rule.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-skill-parent.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-skill.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/create-with-human-voice.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/deep-agent-improvement.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/deep-ai-council.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/deep-model-benchmark.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/deep-research.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/deep-review.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/design-chart.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/design-diagram.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/design-extract.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/doctor-mcp.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/doctor-speckit.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/doctor-update.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/goal-pi.md	1	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/prompt-improve.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/rewrite-response-by-external-agent.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/rewrite-response.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/speckit-complete.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/speckit-implement.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/speckit-plan.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/speckit-resume.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/speckit-save.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
runtime:pi	.pi/prompts/speckit-search.md	2	generated pointer stub naming the canonical `.opencode/commands` file	generated — `sync-prompts-pi.cjs	regenerate (or compat)	regenerate	both-lanes	
