filepath,skill,category,filename,paragraph_count,h3_count,needs_subheadings
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/18-session-enrichment-and-alignment-guards.md,system-spec-kit,13--memory-quality-and-indexing,18-session-enrichment-and-alignment-guards.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/19-post-save-quality-review.md,system-spec-kit,13--memory-quality-and-indexing,19-post-save-quality-review.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/21-assistive-reconsolidation.md,system-spec-kit,13--memory-quality-and-indexing,21-assistive-reconsolidation.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/23-hybrid-decay-policy.md,system-spec-kit,13--memory-quality-and-indexing,23-hybrid-decay-policy.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/24-save-quality-gate-exceptions.md,system-spec-kit,13--memory-quality-and-indexing,24-save-quality-gate-exceptions.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/25-indexing-runtime-bootstrap-api.md,system-spec-kit,13--memory-quality-and-indexing,25-indexing-runtime-bootstrap-api.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/26-spec-doc-structure-validator.md,system-spec-kit,13--memory-quality-and-indexing,26-spec-doc-structure-validator.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/27-canonical-continuity-save-substrate.md,system-spec-kit,13--memory-quality-and-indexing,27-canonical-continuity-save-substrate.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/28-memory-causal-trust-display.md,system-spec-kit,13--memory-quality-and-indexing,28-memory-causal-trust-display.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/29-vec-memories-knn-and-factory-shard-fallback.md,system-spec-kit,13--memory-quality-and-indexing,29-vec-memories-knn-and-factory-shard-fallback.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/30-constitutional-sufficiency-gate-exemption.md,system-spec-kit,13--memory-quality-and-indexing,30-constitutional-sufficiency-gate-exemption.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/13--memory-quality-and-indexing/31-graph-metadata-and-lineage-repair-runner.md,system-spec-kit,13--memory-quality-and-indexing,31-graph-metadata-and-lineage-repair-runner.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/01-4-stage-pipeline-refactor.md,system-spec-kit,14--pipeline-architecture,01-4-stage-pipeline-refactor.md,8,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/02-mpab-chunk-to-memory-aggregation.md,system-spec-kit,14--pipeline-architecture,02-mpab-chunk-to-memory-aggregation.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/03-chunk-ordering-preservation.md,system-spec-kit,14--pipeline-architecture,03-chunk-ordering-preservation.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/04-template-anchor-optimization.md,system-spec-kit,14--pipeline-architecture,04-template-anchor-optimization.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/05-validation-signals-as-retrieval-metadata.md,system-spec-kit,14--pipeline-architecture,05-validation-signals-as-retrieval-metadata.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/06-learned-relevance-feedback.md,system-spec-kit,14--pipeline-architecture,06-learned-relevance-feedback.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/07-search-pipeline-safety.md,system-spec-kit,14--pipeline-architecture,07-search-pipeline-safety.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/08-performance-improvements.md,system-spec-kit,14--pipeline-architecture,08-performance-improvements.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/10-legacy-v1-pipeline-removal.md,system-spec-kit,14--pipeline-architecture,10-legacy-v1-pipeline-removal.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/11-pipeline-and-mutation-hardening.md,system-spec-kit,14--pipeline-architecture,11-pipeline-and-mutation-hardening.md,10,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/12-dbpath-extraction-and-import-standardization.md,system-spec-kit,14--pipeline-architecture,12-dbpath-extraction-and-import-standardization.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/13-strict-zod-schema-validation.md,system-spec-kit,14--pipeline-architecture,13-strict-zod-schema-validation.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/14-dynamic-server-instructions-at-mcp-initialization.md,system-spec-kit,14--pipeline-architecture,14-dynamic-server-instructions-at-mcp-initialization.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/16-backend-storage-adapter-abstraction.md,system-spec-kit,14--pipeline-architecture,16-backend-storage-adapter-abstraction.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/17-cross-process-db-hot-rebinding.md,system-spec-kit,14--pipeline-architecture,17-cross-process-db-hot-rebinding.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/18-atomic-write-then-index-api.md,system-spec-kit,14--pipeline-architecture,18-atomic-write-then-index-api.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/19-embedding-retry-orchestrator.md,system-spec-kit,14--pipeline-architecture,19-embedding-retry-orchestrator.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/20-7-layer-tool-architecture-metadata.md,system-spec-kit,14--pipeline-architecture,20-7-layer-tool-architecture-metadata.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/21-atomic-pending-file-recovery.md,system-spec-kit,14--pipeline-architecture,21-atomic-pending-file-recovery.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/22-lineage-state-active-projection-and-asof-resolution.md,system-spec-kit,14--pipeline-architecture,22-lineage-state-active-projection-and-asof-resolution.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/22-mcp-server-public-api-barrel.md,system-spec-kit,14--pipeline-architecture,22-mcp-server-public-api-barrel.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/23-embeddings-and-retry-api.md,system-spec-kit,14--pipeline-architecture,23-embeddings-and-retry-api.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/24-phase-017-maintainability-extracts.md,system-spec-kit,14--pipeline-architecture,24-phase-017-maintainability-extracts.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/25-code-graph-phase-dag-runner.md,system-spec-kit,14--pipeline-architecture,25-code-graph-phase-dag-runner.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/26-stress-test-cycle.md,system-spec-kit,14--pipeline-architecture,26-stress-test-cycle.md,15,6,false
.opencode/skills/system-spec-kit/feature_catalog/14--pipeline-architecture/27-routing-telemetry-and-channel-invocation-rates.md,system-spec-kit,14--pipeline-architecture,27-routing-telemetry-and-channel-invocation-rates.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/14--stress-testing/01-category-overview.md,system-spec-kit,14--stress-testing,01-category-overview.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/01-dual-scope-memory-auto-surface.md,system-spec-kit,15--retrieval-enhancements,01-dual-scope-memory-auto-surface.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/02-constitutional-memory-as-expert-knowledge-injection.md,system-spec-kit,15--retrieval-enhancements,02-constitutional-memory-as-expert-knowledge-injection.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/03-spec-folder-hierarchy-as-retrieval-structure.md,system-spec-kit,15--retrieval-enhancements,03-spec-folder-hierarchy-as-retrieval-structure.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/04-lightweight-consolidation.md,system-spec-kit,15--retrieval-enhancements,04-lightweight-consolidation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/05-memory-summary-search-channel.md,system-spec-kit,15--retrieval-enhancements,05-memory-summary-search-channel.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/06-cross-document-entity-linking.md,system-spec-kit,15--retrieval-enhancements,06-cross-document-entity-linking.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/07-tier-2-fallback-channel-forcing.md,system-spec-kit,15--retrieval-enhancements,07-tier-2-fallback-channel-forcing.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/08-provenance-rich-response-envelopes.md,system-spec-kit,15--retrieval-enhancements,08-provenance-rich-response-envelopes.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/09-contextual-tree-injection.md,system-spec-kit,15--retrieval-enhancements,09-contextual-tree-injection.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/10-session-boost-graduated.md,system-spec-kit,15--retrieval-enhancements,10-session-boost-graduated.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/11-causal-boost-graduated.md,system-spec-kit,15--retrieval-enhancements,11-causal-boost-graduated.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/12-graph-expanded-fallback.md,system-spec-kit,15--retrieval-enhancements,12-graph-expanded-fallback.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/13-always-on-graph-context-injection.md,system-spec-kit,15--retrieval-enhancements,13-always-on-graph-context-injection.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/14-community-search-fallback.md,system-spec-kit,15--retrieval-enhancements,14-community-search-fallback.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/15--retrieval-enhancements/15-dual-level-retrieval.md,system-spec-kit,15--retrieval-enhancements,15-dual-level-retrieval.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/01-tree-thinning-for-spec-folder-consolidation.md,system-spec-kit,16--tooling-and-scripts,01-tree-thinning-for-spec-folder-consolidation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/02-architecture-boundary-enforcement.md,system-spec-kit,16--tooling-and-scripts,02-architecture-boundary-enforcement.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/03-progressive-validation-for-spec-documents.md,system-spec-kit,16--tooling-and-scripts,03-progressive-validation-for-spec-documents.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/04-dead-code-removal.md,system-spec-kit,16--tooling-and-scripts,04-dead-code-removal.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/05-code-standards-alignment.md,system-spec-kit,16--tooling-and-scripts,05-code-standards-alignment.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/06-real-time-filesystem-watching-with-chokidar.md,system-spec-kit,16--tooling-and-scripts,06-real-time-filesystem-watching-with-chokidar.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/07-standalone-admin-cli.md,system-spec-kit,16--tooling-and-scripts,07-standalone-admin-cli.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/08-watcher-delete-rename-cleanup.md,system-spec-kit,16--tooling-and-scripts,08-watcher-delete-rename-cleanup.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/09-migration-checkpoint-scripts.md,system-spec-kit,16--tooling-and-scripts,09-migration-checkpoint-scripts.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/10-schema-compatibility-validation.md,system-spec-kit,16--tooling-and-scripts,10-schema-compatibility-validation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/11-feature-catalog-code-references.md,system-spec-kit,16--tooling-and-scripts,11-feature-catalog-code-references.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/12-session-capturing-pipeline-quality.md,system-spec-kit,16--tooling-and-scripts,12-session-capturing-pipeline-quality.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/13-constitutional-memory-manager-command.md,system-spec-kit,16--tooling-and-scripts,13-constitutional-memory-manager-command.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/14-source-dist-alignment-enforcement.md,system-spec-kit,16--tooling-and-scripts,14-source-dist-alignment-enforcement.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/15-module-boundary-map.md,system-spec-kit,16--tooling-and-scripts,15-module-boundary-map.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/16-json-mode-hybrid-enrichment.md,system-spec-kit,16--tooling-and-scripts,16-json-mode-hybrid-enrichment.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/17-json-primary-deprecation-posture.md,system-spec-kit,16--tooling-and-scripts,17-json-primary-deprecation-posture.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/18-template-compliance-contract-enforcement.md,system-spec-kit,16--tooling-and-scripts,18-template-compliance-contract-enforcement.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/19-completion-verification-workflow.md,system-spec-kit,16--tooling-and-scripts,19-completion-verification-workflow.md,8,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/20-ops-self-healing-runbooks.md,system-spec-kit,16--tooling-and-scripts,20-ops-self-healing-runbooks.md,10,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/21-eval-runner-cli.md,system-spec-kit,16--tooling-and-scripts,21-eval-runner-cli.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/22-phase-system-knowledge-node.md,system-spec-kit,16--tooling-and-scripts,22-phase-system-knowledge-node.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/23-spec-lifecycle-automation.md,system-spec-kit,16--tooling-and-scripts,23-spec-lifecycle-automation.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/24-spec-validation-rule-engine.md,system-spec-kit,16--tooling-and-scripts,24-spec-validation-rule-engine.md,8,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/25-memory-maintenance-and-migration-clis.md,system-spec-kit,16--tooling-and-scripts,25-memory-maintenance-and-migration-clis.md,8,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/26-core-workflow-infrastructure.md,system-spec-kit,16--tooling-and-scripts,26-core-workflow-infrastructure.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/27-session-extraction-and-enrichment.md,system-spec-kit,16--tooling-and-scripts,27-session-extraction-and-enrichment.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/28-spec-folder-detection-and-description.md,system-spec-kit,16--tooling-and-scripts,28-spec-folder-detection-and-description.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/29-setup-native-module-health-and-mcp-installation.md,system-spec-kit,16--tooling-and-scripts,29-setup-native-module-health-and-mcp-installation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/30-template-composition-system.md,system-spec-kit,16--tooling-and-scripts,30-template-composition-system.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/31-evaluation-benchmark-and-import-policy-tooling.md,system-spec-kit,16--tooling-and-scripts,31-evaluation-benchmark-and-import-policy-tooling.md,7,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/33-memory-quality-kpi-reporting.md,system-spec-kit,16--tooling-and-scripts,33-memory-quality-kpi-reporting.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/34-research-metadata-backfill.md,system-spec-kit,16--tooling-and-scripts,34-research-metadata-backfill.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/35-strict-validation-addons-continuity-freshness-and-evidence-markers.md,system-spec-kit,16--tooling-and-scripts,35-strict-validation-addons-continuity-freshness-and-evidence-markers.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/37-cli-matrix-adapter-runners.md,system-spec-kit,16--tooling-and-scripts,37-cli-matrix-adapter-runners.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/38-codex-hook-freshness-smoke-check.md,system-spec-kit,16--tooling-and-scripts,38-codex-hook-freshness-smoke-check.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/39-spec-folder-literal-naming-create-sh-fallback.md,system-spec-kit,16--tooling-and-scripts,39-spec-folder-literal-naming-create-sh-fallback.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/40-spec-folder-literal-naming-ai-derived-slugs.md,system-spec-kit,16--tooling-and-scripts,40-spec-folder-literal-naming-ai-derived-slugs.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/41-debug-delegation-scaffold-generator.md,system-spec-kit,16--tooling-and-scripts,41-debug-delegation-scaffold-generator.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/42-mcp-daemon-rebuild-restart-live-probe.md,system-spec-kit,16--tooling-and-scripts,42-mcp-daemon-rebuild-restart-live-probe.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/43-graph-degraded-stress-cell-isolation.md,system-spec-kit,16--tooling-and-scripts,43-graph-degraded-stress-cell-isolation.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/44-embedder-list-registry-inventory.md,system-spec-kit,16--tooling-and-scripts,44-embedder-list-registry-inventory.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/45-embedder-set-dry-run-and-validation.md,system-spec-kit,16--tooling-and-scripts,45-embedder-set-dry-run-and-validation.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/46-embedder-status-and-active-pointer.md,system-spec-kit,16--tooling-and-scripts,46-embedder-status-and-active-pointer.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/16--tooling-and-scripts/47-orphan-mcp-sweeper-and-launchagent-template.md,system-spec-kit,16--tooling-and-scripts,47-orphan-mcp-sweeper-and-launchagent-template.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/17--governance/01-feature-flag-governance.md,system-spec-kit,17--governance,01-feature-flag-governance.md,6,0,true
.opencode/skills/system-spec-kit/feature_catalog/17--governance/03-hierarchical-scope-governance-governed-ingest-retention-and-audit.md,system-spec-kit,17--governance,03-hierarchical-scope-governance-governed-ingest-retention-and-audit.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/17--governance/05-constitutional-gate-enforcement-rule-pack.md,system-spec-kit,17--governance,05-constitutional-gate-enforcement-rule-pack.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/17--governance/06-session-resume-caller-binding-and-unicode-sanitization.md,system-spec-kit,17--governance,06-session-resume-caller-binding-and-unicode-sanitization.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/17--governance/11-governed-ingest-cancel-lifecycle.md,system-spec-kit,17--governance,11-governed-ingest-cancel-lifecycle.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/02-memory-health-autorepair-metadata.md,system-spec-kit,18--ux-hooks,02-memory-health-autorepair-metadata.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/03-checkpoint-delete-confirmname-safety.md,system-spec-kit,18--ux-hooks,03-checkpoint-delete-confirmname-safety.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/04-schema-and-type-contract-synchronization.md,system-spec-kit,18--ux-hooks,04-schema-and-type-contract-synchronization.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/05-dedicated-ux-hook-modules.md,system-spec-kit,18--ux-hooks,05-dedicated-ux-hook-modules.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/06-mutation-hook-result-contract-expansion.md,system-spec-kit,18--ux-hooks,06-mutation-hook-result-contract-expansion.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/07-mutation-response-ux-payload-exposure.md,system-spec-kit,18--ux-hooks,07-mutation-response-ux-payload-exposure.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/08-context-server-success-hint-append.md,system-spec-kit,18--ux-hooks,08-context-server-success-hint-append.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/09-duplicate-save-no-op-feedback-hardening.md,system-spec-kit,18--ux-hooks,09-duplicate-save-no-op-feedback-hardening.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/10-atomic-save-parity-and-partial-indexing-hints.md,system-spec-kit,18--ux-hooks,10-atomic-save-parity-and-partial-indexing-hints.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/11-final-token-metadata-recomputation.md,system-spec-kit,18--ux-hooks,11-final-token-metadata-recomputation.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/12-hooks-readme-and-export-alignment.md,system-spec-kit,18--ux-hooks,12-hooks-readme-and-export-alignment.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/13-end-to-end-success-envelope-verification.md,system-spec-kit,18--ux-hooks,13-end-to-end-success-envelope-verification.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/14-result-explainability.md,system-spec-kit,18--ux-hooks,14-result-explainability.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/15-mode-aware-response-profiles.md,system-spec-kit,18--ux-hooks,15-mode-aware-response-profiles.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/16-progressive-disclosure.md,system-spec-kit,18--ux-hooks,16-progressive-disclosure.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/17-retrieval-session-state.md,system-spec-kit,18--ux-hooks,17-retrieval-session-state.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/18-empty-result-recovery.md,system-spec-kit,18--ux-hooks,18-empty-result-recovery.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/19-result-confidence.md,system-spec-kit,18--ux-hooks,19-result-confidence.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/18--ux-hooks/20-result-provenance.md,system-spec-kit,18--ux-hooks,20-result-provenance.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/01-1-search-pipeline-features-speckit.md,system-spec-kit,19--feature-flag-reference,01-1-search-pipeline-features-speckit.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/02-2-session-and-cache.md,system-spec-kit,19--feature-flag-reference,02-2-session-and-cache.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/03-3-mcp-configuration.md,system-spec-kit,19--feature-flag-reference,03-3-mcp-configuration.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/04-4-memory-and-storage.md,system-spec-kit,19--feature-flag-reference,04-4-memory-and-storage.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/05-5-embedding-and-api.md,system-spec-kit,19--feature-flag-reference,05-5-embedding-and-api.md,2,2,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/06-6-debug-and-telemetry.md,system-spec-kit,19--feature-flag-reference,06-6-debug-and-telemetry.md,3,2,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/07-7-ci-and-build-informational.md,system-spec-kit,19--feature-flag-reference,07-7-ci-and-build-informational.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/08-audit-phase-020-mapping-note.md,system-spec-kit,19--feature-flag-reference,08-audit-phase-020-mapping-note.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/09-runtime-config-contract.md,system-spec-kit,19--feature-flag-reference,09-runtime-config-contract.md,5,1,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/10-filter-config-contract.md,system-spec-kit,19--feature-flag-reference,10-filter-config-contract.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/11-memory-roadmap-capability-flags.md,system-spec-kit,19--feature-flag-reference,11-memory-roadmap-capability-flags.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/19--feature-flag-reference/12-launcher-idle-timeout.md,system-spec-kit,19--feature-flag-reference,12-launcher-idle-timeout.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/20--remediation-revalidation/01-category-stub.md,system-spec-kit,20--remediation-revalidation,01-category-stub.md,2,0,false
.opencode/skills/system-spec-kit/feature_catalog/20--remediation-revalidation/02-memory-health-auto-repair.md,system-spec-kit,20--remediation-revalidation,02-memory-health-auto-repair.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/20--remediation-revalidation/03-feedback-driven-revalidation.md,system-spec-kit,20--remediation-revalidation,03-feedback-driven-revalidation.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/21--implement-and-remove-deprecated-features/01-category-stub.md,system-spec-kit,21--implement-and-remove-deprecated-features,01-category-stub.md,5,0,true
.opencode/skills/system-spec-kit/feature_catalog/21--implement-and-remove-deprecated-features/02-lazy-loading-migration-and-warmup-compatibility.md,system-spec-kit,21--implement-and-remove-deprecated-features,02-lazy-loading-migration-and-warmup-compatibility.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/21--implement-and-remove-deprecated-features/03-shadow-scoring-retirement.md,system-spec-kit,21--implement-and-remove-deprecated-features,03-shadow-scoring-retirement.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/21--implement-and-remove-deprecated-features/04-inert-scoring-flags-and-compatibility-shims.md,system-spec-kit,21--implement-and-remove-deprecated-features,04-inert-scoring-flags-and-compatibility-shims.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/21--implement-and-remove-deprecated-features/05-adaptive-fusion-flag-drift.md,system-spec-kit,21--implement-and-remove-deprecated-features,05-adaptive-fusion-flag-drift.md,4,0,true
.opencode/skills/system-spec-kit/feature_catalog/22--context-preservation/01-category-overview.md,system-spec-kit,22--context-preservation,01-category-overview.md,3,0,false
.opencode/skills/system-spec-kit/feature_catalog/22--context-preservation/02-precompact-hook.md,system-spec-kit,22--context-preservation,02-precompact-hook.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/22--context-preservation/03-session-start-priming.md,system-spec-kit,22--context-preservation,03-session-start-priming.md,1,0,false
.opencode/skills/system-spec-kit/feature_catalog/22--context-preservation/04-stop-token-tracking.md,system-spec-kit,22--context-preservation,04-stop-token-tracking.md,1,0,false
