id,source_run,source_path,source_locator,source_sha256,source_rank,source_iteration,original_recommendation,original_target,source_rationale,source_evidence,source_effort,source_impact,source_thread,source_mode,source_angle,source_uniqueness,taxonomy_layer,taxonomy_key,primary_rationale,disposition,disposition_rationale
DLR-B-043,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/42,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,15,"Make fanout-merge.cjs the sole canonical JSONL writer. Leaves write immutable branch receipts; merge commits only after checking generation, fencingEpoch, logicalBranchId, stepKey, and previousTailHash. Route expired started-without-receipt attempts through fanout-salvage.cjs.",runtime/fan-out-fan-in + runtime/fan-out-automation,Single-writer linearization gives exactly-once logical commits while preserving concurrent execution and preventing stale workers from committing after lock recovery.,https://learn.microsoft.com/en-us/azure/durable-task/common/durable-task-orchestrations,L,high,recommendation-deep-dive,,,,runtime-subsystem,fan-out-fan-in,fan-out-fan-in leads the source target and owns the runtime change; compound targets remain preserved.,adopt-as-phase-009,Phase 009 owns durable fan-out and fan-in orchestration.
DLR-B-044,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/43,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,15,"Add crash-injection replay tests at every boundary: before effect start, after remote acceptance, after receipt append, after fsync, and before logical commit. Assert zero duplicate commits, explicit ambiguous_effect states, and fingerprint rejection after prompt/model/tool-schema changes.",runtime/state-jsonl-checkpointing + runtime/locks-recovery,Normal replay tests cannot expose the response-loss window; boundary fault injection verifies the claimed guarantee rather than only successful checkpoint restoration.,https://github.com/ThousandBirdsInc/chidori,M,high,recommendation-deep-dive,,,,runtime-subsystem,state-jsonl-checkpointing,state-jsonl-checkpointing leads the source target and owns the runtime change; compound targets remain preserved.,adopt-as-phase-016,Phase 016 owns whole-system gate.
DLR-B-045,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/44,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,16,"Add an append-only adaptive_compute_decision event containing logicalBranchId, phase, calibrated support and opposition mass, disagreement, predicted success, controllerVersion, action, typed budget delta, and replay fingerprint. Support stop_accept, sample_peer, deepen_verifier, escalate_model, hotswap, and abandon_with_receipt.",runtime/fan-out-fan-in + runtime/budget-cost + runtime/state-jsonl-checkpointing,"This converts fixed fan-out and binary stop decisions into replayable compute allocation while preserving R1 path coverage, R2 receipts, and R8 typed budgets.",https://arxiv.org/abs/2509.25420 and https://arxiv.org/abs/2505.18065,L,high,general-effectiveness-and-council,,,,runtime-subsystem,fan-out-fan-in,fan-out-fan-in leads the source target and owns the runtime change; compound targets remain preserved.,adopt-as-phase-011,"Phase 011 owns convergence, termination, and health."
DLR-B-046,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/45,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,16,"Implement a three-tier verification ladder: deterministic tests and schema checks, lightweight calibrated scorer, then generative process verifier. Persist every raw score before reduction and require verifier escalation only for uncertainty-band or high-impact cases.",deep-review + deep-ai-council + runtime/gauges-observability,It combines R5 cheap-first checking with newer verifier-time scaling without paying generative-judge cost on obvious passes or failures.,https://github.com/RyanLiu112/GenPRM and https://github.com/mukhal/ThinkPRM,M,high,general-effectiveness-and-council,,,,research-workstream,deep-review,deep-review leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,merge-into-DLR-B-028,"The adopted evaluation DAG already encodes the same deterministic-first, calibrated-score, generative-judge ladder."
DLR-B-047,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/46,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,16,"Run controller learning in shadow mode over complete paired replays: log the action a learned controller would take, compare it with the live policy, and promote only versioned policies that pass quality-cost Pareto and replay-determinism gates.",deep-improvement + runtime/convergence,TTRL-style pseudo-rewards can improve allocation without allowing within-lineage online updates to invalidate deterministic replay or reinforce correlated council errors.,https://github.com/PRIME-RL/TTRL,M,high,general-effectiveness-and-council,,,,research-workstream,deep-improvement,deep-improvement leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,defer-with-reason,Learned controller policy promotion is speculative until the fixed replayable controller and paired replay corpus are established.
DLR-B-048,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/47,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,17,"Add a blinded pairwise adjudicator that emits candidate_blinded, pairwise_judgment, bias_audit, adjudication_inconsistent, and adjudication_decision JSONL events; use deterministic shuffling, reversed-order comparisons, bounded structured briefs, and abstention on inconsistency.",deep-ai-council/runtime/state-jsonl-checkpointing,"This closes the current position, verbosity, and bandwagon-bias gap while preserving raw proposals and immutable audit history.",https://github.com/lmarena/arena-hard-auto and https://github.com/Joyyang158/Reasoning-Bias-Detector,M,high,general-effectiveness-and-council,,,,research-workstream,deep-ai-council,deep-ai-council leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-B-049,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/48,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,17,"Replace two-of-three as the final rule with a protocol router: objective evidence gate first, blinded swapped pairwise judging second, detector-guided revision on bias flags, bounded debate only for unresolved high-value uncertainty, and constitutional vetoes for frozen hard constraints.",deep-ai-council/runtime/convergence,"Different disagreements require different evidence; a single popularity rule conflates correctness, persuasion, presentation, and policy compliance.",https://arxiv.org/abs/2402.06782 and https://arxiv.org/abs/2406.07814,L,high,general-effectiveness-and-council,,,,research-workstream,deep-ai-council,deep-ai-council leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-B-050,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/49,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,17,"Create a versioned judge-profile registry calibrated offline with human-preference and verifiable-correctness fixtures; store Brier score, domain accuracy, swap consistency, bias coefficients, effective sample size, and compatibility fingerprints, then use posterior best-candidate probability plus expected regret as the council stop signal.",deep-improvement/deep-ai-council/runtime/convergence,"Reliability weighting is useful only when derived from enough calibration evidence and invalidated whenever model, prompt, rubric, or schema changes.",https://github.com/lmarena/PPE and https://arxiv.org/abs/2607.02104,L,high,general-effectiveness-and-council,,,,research-workstream,deep-improvement,deep-improvement leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,merge-into-DLR-B-052,The seat-calibration registry is the stronger scoped form of the same judge reliability profile.
DLR-B-051,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/50,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,18,Replace fixed two-of-three dispatch with a sequential seat router maximizing expected calibrated loss reduction per cost minus residual-correlation redundancy; dispatch an executable or human verifier when remaining LLM seats are redundant.,deep-ai-council/runtime/fan-out-fan-in,It spends budget only on marginal evidence and prevents nominally heterogeneous but behaviorally correlated seats from manufacturing confidence.,https://machinelearning.apple.com/research/correlated-llm-evaluation-panels,L,high,general-effectiveness-and-council,,,,research-workstream,deep-ai-council,deep-ai-council leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-B-052,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/51,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,18,"Create a versioned seat-calibration registry keyed by model version, prompt hash, rubric, domain, and tool schema; store selective-risk curves, Brier/ECE, residual vectors, bias coefficients, cost, latency, and transport-support bounds.",deep-ai-council/runtime/gauges-observability,"Judge reliability is conditional, and stale or out-of-support calibration should cause abstention rather than an equal vote.",https://github.com/cimo-labs/cje,M,high,general-effectiveness-and-council,,,,research-workstream,deep-ai-council,deep-ai-council leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-B-053,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/52,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,18,"Add immutable JSONL events seat_profile_calibrated, seat_selected, seat_judgment_attached, and council_stopped, including all candidate utilities and the calibration fingerprint used for each adaptive decision.",runtime/state-jsonl-checkpointing,"This makes adaptive selection deterministic under replay, preserves raw judgments, and enables later comparison of fixed, learned, and oracle seat policies on identical trajectories.",https://scikit-activeml.github.io/development/generated/api/skactiveml.pool.multiannotator.IntervalEstimationThreshold.html,M,high,general-effectiveness-and-council,,,,runtime-subsystem,state-jsonl-checkpointing,state-jsonl-checkpointing leads the source target and owns the runtime change; compound targets remain preserved.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-B-054,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/53,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,19,"Add convergence_candidate, verification_pending, converged, degeneration_detected, and quarantined_inconclusive events. Require a health-witness reducer over held-out quality, invariance probes, objective drift, semantic-community survival, and council independence before converged is legal.",runtime/convergence + runtime/state-jsonl-checkpointing,This prevents low novelty or high agreement from laundering semantic collapse into successful convergence and provides replay-safe fail-closed terminal states.,https://arxiv.org/abs/2604.15149,M,high,general-effectiveness-and-council,,,,runtime-subsystem,convergence,convergence leads the source target and owns the runtime change; compound targets remain preserved.,merge-into-DLR-B-059,The health witness and degeneration benchmark subsume the same convergence and quarantine event semantics.
DLR-B-055,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/54,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,19,"Emit immutable per-round council_stance and stance_flip events, then derive flip_to_majority_rate, flip_to_evidence_rate, pairwise influence, influence concentration, and effective independent seats. Block agreement-based STOP when independence falls below a calibration-derived threshold.",deep-ai-council + runtime/gauges-observability,Agreement caused by one influential or sycophantic seat is not independent corroboration; direction-aware flips distinguish correction from conformity.,https://arxiv.org/abs/2604.02668,M,high,general-effectiveness-and-council,,,,research-workstream,deep-ai-council,deep-ai-council leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-B-056,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/55,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,19,"Insert a cheap metamorphic gate before generative judging: rerun deterministic checks under candidate-label permutations, evidence-order changes, identifier renaming, and equivalent tool-result transforms; after candidate selection, require frozen cross-domain alignment canaries before promotion.",deep-review + deep-improvement,The first stage detects verifier gaming cheaply; the second detects narrow improvements that produce broad objective drift.,https://github.com/ml-research/llms-gaming-verifiers; https://github.com/emergent-misalignment/emergent-misalignment,M,high,general-effectiveness-and-council,,,,research-workstream,deep-review,deep-review leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,adopt-as-phase-012,Phase 012 owns shared mode contracts and fixtures.
DLR-B-057,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/56,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,20,"Add a transition-authorization kernel before the JSONL append boundary. Require transition_proposed followed by transition_authorized or transition_denied carrying actor_role, policy_version, projection_hash, health_state, budget_snapshot, receipt_refs, decision_id, and reasons. Encode the transition system in Quint and model-check at least: no effect without a receipt, deterministic replay, quarantine cannot self-clear, recovery authority is external to the quarantined lineage, and every bounded retry path eventually terminates or escalates.",runtime/state-jsonl-checkpointing + runtime/locks-recovery + deep-alignment,This closes the self-judging-recovery gap while making R2 and R8 enforceable rather than documentary. Cedar supplies fast policy admission and schema validation; Quint covers temporal properties Cedar cannot prove.,https://github.com/cedar-policy/cedar and https://github.com/quint-co/quint,M,high,general-effectiveness-and-council,,,,runtime-subsystem,state-jsonl-checkpointing,state-jsonl-checkpointing leads the source target and owns the runtime change; compound targets remain preserved.,adopt-as-phase-006,Phase 006 owns transition-authorized ledger core.
DLR-B-058,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/57,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,20,"Introduce an adjudication_broker that chooses among accept, abstain, add_judge, execute_evidence, bounded_debate, and human_escalation using estimated downstream-loss reduction minus typed cost. Persist context, candidate actions, chosen action, selection propensity, policy version, and delayed outcome on every decision. Evaluate replacements with IPS and doubly-robust estimators, but fail closed to the fixed council when support or effective-sample diagnostics are inadequate.",deep-ai-council + runtime/fan-out-fan-in + runtime/budget-cost + runtime/gauges-observability,This operationalizes the unresolved value-of-information question and prevents adaptive council selection from becoming an unmeasurable source of bias.,https://vowpalwabbit.org/docs/vowpal_wabbit/python/latest/tutorials/off_policy_evaluation.html,M,high,general-effectiveness-and-council,,,,research-workstream,deep-ai-council,deep-ai-council leads the source target and owns the mode behavior; secondary runtime targets remain preserved.,defer-with-reason,The adaptive adjudication broker and off-policy estimators add substantial policy complexity before fixed council controls are calibrated.
DLR-B-059,run-b,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry.json,run-b:/recommendations/58,3557433baaebceaf53b01f21ca4ca02807c9f093c3f4285e3a6558c451f59912,,20,"Build a read-only loop_health_witness plus a causal degeneration benchmark. Stream raw gauges through change detectors, append immutable health_alarm attachments, and inject proxy capture, semantic collapse, conformity cascades, verifier corruption, and objective drift into replayed trajectories. Use precommitted recovery rules: single statistical alarm requests evidence; alarm plus mechanistic invariant failure quarantines; receipt or state-integrity violation quarantines immediately; only the transition kernel can authorize rollback, branch, seat rotation, verifier rotation, or human escalation.",runtime/convergence + runtime/gauges-observability + runtime/locks-recovery + deep-improvement,Aggregate convergence gauges can remain stable during causal degeneration. Independent detection plus injected-mechanism tests prevents the failing loop from grading and repairing itself.,https://riverml.xyz/latest/api/drift/ADWIN/ and https://www.pywhy.org/dowhy/v0.13/,L,high,general-effectiveness-and-council,,,,runtime-subsystem,convergence,convergence leads the source target and owns the runtime change; compound targets remain preserved.,adopt-as-phase-011,"Phase 011 owns convergence, termination, and health."
DLR-C-001,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/0,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,1,"Add a reducer-owned research-plan DAG with typed question nodes, dependencies, perspectives, required source classes, disconfirming queries, budgets, and branch lifecycle events.",deep-research,"It converts linear Next Focus prose into inspectable query planning, supports deterministic branch selection, and makes confirm mode a real plan-revision surface.",https://ai.google.dev/gemini-api/docs/deep-research,M,high,,deep-research,A1-sota,"A durable, revisable investigation plan survives context windows and can be resumed or forked; one-shot research agents expose at most a transient plan.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-002,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/1,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,1,Add a claim-evidence-contradiction ledger and block strong synthesis claims unless they have independent support or an explicit contested/unresolved label.,deep-research,"URL diversity does not establish evidentiary independence; claim-level provenance enables targeted triangulation, contradiction search, and honest abstention.",https://github.com/GAIR-NLP/DeepResearcher,L,high,,deep-research,A1-sota,This turns the packet into a longitudinal evidence system that can explain how each conclusion changed and selectively reopen stale or disputed claims.,research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,merge-into-DLR-C-004,"The target row is the stronger append-only claim, evidence, contradiction, independence, and supersession ledger."
DLR-C-003,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/2,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,1,"Introduce periodic draft-to-gap passes that audit the evolving outline for unsupported claims, absent counterarguments, stale evidence, and empty sections, then enqueue the highest-value gap.",deep-research,Search and synthesis otherwise optimize separately; a live draft reveals consequential coverage failures before the budget is exhausted.,https://arxiv.org/abs/2507.16075,M,high,,deep-research,A1-sota,The final report becomes a reproducible projection of an evolving evidence program rather than a one-time terminal generation.,research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-004,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/3,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,2,"Add an append-only claim-evidence ledger with deterministic claim, query-recipe, and source-version IDs; typed inclusion/exclusion reasons; cited source selectors; support/contradict/context edges; content digests; independence groups; and supersession events.",deep-research + runtime/state-jsonl-checkpointing,The current URL citation and iteration summary cannot prove which source version supported which claim or reconstruct why evidence was rejected.,https://www.prisma-statement.org/prisma-2020; https://github.com/in-toto/attestation,L,high,,deep-research,A2-moat,"Makes deep-research an auditable evidence process whose conclusions can be independently reconstructed, not merely a cited report.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-005,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/4,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,2,"Implement living-resume semantics: freeze search recipes, diff new and mutated evidence on resume, invalidate affected claims through dependency edges, emit version-to-version change reports, and export every checkpoint as an RO-Crate linked into the memory graph.",deep-research + runtime/continuity-threading,"Incremental surveillance turns accumulated state into lower-cost, higher-trust updates instead of repeated full research runs.",https://www.cochrane.org/authors/handbooks-and-manuals/handbook/current/chapter-22; https://github.com/ResearchObject/ro-crate-py,L,high,,deep-research,A2-moat,"Creates a durable research dossier that can answer what changed and why months later, which terminal one-shot agents and the inward-looking deep modes do not own.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-006,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/5,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,2,"Introduce a logged branch-acquisition scheduler using expected evidence yield, contradiction risk, claim impact, independence gain, staleness, and expected cost; enforce semantic-cluster quotas and deterministic branch-ID tie-breaking, then benchmark pause/resume, source mutation, offline replay, syndicated-source deduplication, and affected-claim detection.",deep-research + runtime/dedup-novelty + runtime/gauges-observability,Self-assessed newInfoRatio measures the previous pass but does not choose the next branch by expected research value or verify longitudinal behavior.,https://github.com/asreview/asreview; https://github.com/imlrz/DeepResearch-Bench-II,M,high,,deep-research,A2-moat,Sharpens non-converging broadening into explainable novelty-seeking rather than undirected topic expansion.,research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-007,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/6,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,4,"Insert a mode-owned evidence-admission stage before reducer refresh. Resolve source identity, decompose atomic claims, verify entailment against captured spans, cluster derivative sources, scan for retrieved instructions, and emit admit/degrade/quarantine JSONL events.",deep-research,This prevents fabricated or poisoned iterations from modifying trusted strategy and synthesis while preserving complete forensic history.,https://github.com/markrussinovich/refchecker ; https://github.com/amazon-science/RefChecker ; https://github.com/microsoft/BIPIA,L,high,,deep-research,A4-fail,"Turns deep-research into a fault-isolating research process with a recoverable trusted frontier, something a one-shot report cannot expose or resume.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-008,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/7,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,4,"Replace convergence input from raw newInfoRatio with trusted evidence yield and STOP blockers for unsupported high-impact claims, unresolved contradiction risk, missing falsification receipts, citation drift, and excessive query-result redundancy. Treat max-iteration exhaustion as incomplete rather than converged.",deep-research / runtime/convergence,"Low novelty can mean exhaustion, search thrash, checker failure, or poisoning; these states require different recovery and must not share a STOP vote.",https://arxiv.org/abs/2512.01948 ; https://arxiv.org/abs/2509.04499,M,high,,deep-research,A4-fail,"Makes convergence explainable in research terms: not merely that the loop became repetitive, but that the remaining evidence risk is bounded.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-009,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/8,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,4,"Persist a versioned claim-evidence ledger and derive gauges for source-identity pass rate, claim-support coverage, independent-support coverage, query thrash, counterevidence coverage, contamination, and citation drift. Require synthesis to resolve citations from ledger edges.",deep-research / runtime/gauges-observability,"Iteration prose and URL lists cannot detect paraphrase drift, derivative-source inflation, or changed evidence after resume.",https://github.com/amazon-science/RAGChecker ; https://arxiv.org/abs/2509.04499,L,high,,deep-research,A4-fail,"Sharpens the moat into living, updateable research: changed or retracted evidence can invalidate only affected claims while preserving the rest of the investigation.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,merge-into-DLR-C-004,The target row already owns the versioned claim-evidence ledger from which these gauges and citations derive.
DLR-C-010,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/9,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,5,"Add a reducer-owned ClaimRecord intermediate representation with versioned status, exact evidence locators, support/refute/qualify relations, independence clusters, source versions, and supersession links; emit claim lifecycle events to JSONL and generate research.md from the ledger.",deep-research + runtime/state-jsonl-checkpointing,"This eliminates silent prose overwrite, makes contradictions explicit, and provides the reverse dependency index needed for targeted refresh.",https://www.w3.org/TR/prov-o/ and https://github.com/trungdong/prov,M,high,,deep-research,A5-synth,It turns deep-research into a persistent evidence program whose claim history remains inspectable and updateable after the original run—something snapshot research agents and the other deep modes do not own.,research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,merge-into-DLR-C-004,"The target row preserves the stronger claim intermediate representation, evidence edges, source versions, and lifecycle history."
DLR-C-011,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/10,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,5,"Insert a pre-synthesis claim-promotion gate that runs separate support and contradiction probes, requires exact passage locators, limits evidence dominance by source cluster, and emits contested or evidence_gap states instead of forcing an answer.",deep-research,"Existing source-diversity gates operate at research-output level; claim-level acceptance catches citation drift, unsupported inference, and buried counterevidence before prose synthesis.",https://github.com/Future-House/paper-qa and https://arxiv.org/abs/2607.11074,M,high,,deep-research,A5-synth,"Deep-research becomes a system that preserves justified uncertainty and negative knowledge across passes, not merely a longer-form answer generator.",research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-012,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/11,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,5,"Create a two-snapshot longitudinal fixture with additions, corrections, retractions, and ownership-linked duplicate sources; compute affected-claim precision and recall plus unaffected-claim stability before wiring incremental OpenAlex or Crossref refresh.",deep-research + runtime/gauges-observability,It directly tests whether targeted refresh is safer and cheaper than full reruns and exposes dependency or source-independence errors before live automation.,https://github.com/ourresearch/openalex-docs/blob/main/api-entities/works/filter-works.md and https://arxiv.org/abs/2403.13339,S,high,,deep-research,A5-synth,Passing this benchmark substantiates the living-research moat: the mode can revise exactly what changed while preserving valid prior work.,research-workstream,deep-research,deep-research is the owning per-mode workstream; compound runtime targets remain in original_target.,adopt-as-phase-013,Phase 013 owns per-mode and per-lane migrations.
DLR-C-013,run-c,.opencode/specs/system-deep-loop/036-deep-loop-innovation/002-deep-loop-effectiveness-and-fanout/research/findings-registry-modes.json,run-c:/recommendations/12,5ff96cbaf7638d2ff8d48199de976b90a118384a89b42a5e126543dd8b9ec30c,,6,"Add a two-lane candidate/proof pipeline. Discovery waves emit FindingCandidate records with semantic cluster key, lineage, model, diff-order seed, and evidence pointers; a separate verifier emits ProofReceipt records. Require proof or independent corroboration for every verdict-affecting P0/P1, not only P0.",deep-review + runtime/fan-out-fan-in + runtime/state-jsonl-checkpointing,This preserves aggressive recall while preventing a single hallucinated lineage from poisoning strongest-restriction fan-in.,https://cursor.com/blog/building-bugbot ; https://www.qodo.ai/blog/Introducing-qodo-2.0-agentic-code-review/,L,high,,deep-review,A1-sota,Deep-review becomes a transparent adversarial adjudicator rather than another multi-agent comment generator.,research-workstream,deep-review,deep-review is the owning per-mode workstream; compound runtime targets remain in original_target.,merge-into-DLR-C-016,The target event and receipt contract is the stronger form of the same candidate and independent-proof pipeline.
